Winner,B_current_lose_streak,B_current_win_streak,B_2,B_avg_SIG_STR_pct,B_losses,B_wins,B_Height_cms,B_Reach_cms,B_Weight_lbs,R_current_lose_streak,R_current_win_streak,R_2,R_avg_SIG_STR_pct,R_losses,R_wins,R_Height_cms,R_Reach_cms,R_Weight_lbs,B_age,R_age
0,3,0,0,0.453333333,3,0,180.34,187.96,145,1,0,0,0.49,1,0,172.72,175.26,145,24,24
0,1,0,0,0.405,1,1,180.34,180.34,205,1,0,0,0.51,1,0,185.42,185.42,185,31,30
0,1,0,0,0.29,1,0,170.18,167.64,135,1,0,0,0.463333333,2,1,167.64,167.64,125,25,30
0,1,0,0,0.37,1,0,167.64,167.64,125,1,0,0,0.17,1,0,162.56,162.56,125,29,29
0,2,0,0,0.423846154,4,9,167.64,172.72,145,0,3,0,0.446666667,0,3,170.18,177.8,145,31,26
1,0,1,0,0.36,2,3,187.96,190.5,205,1,0,0,0.375333333,3,12,182.88,190.5,205,36,33
1,0,1,0,0.625,1,1,193.04,203.2,264,0,1,0,0.79,0,1,193.04,203.2,265,33,32
1,0,2,0,0.496666667,4,11,185.42,182.88,170,0,1,0,0.495294118,3,14,182.88,193.04,170,35,34
0,2,0,0,0.425,2,0,165.1,162.56,125,1,0,0,0.345,1,3,162.56,165.1,125,28,28
1,1,0,0,0.391111111,3,6,177.8,177.8,155,0,1,0,0.365294118,6,11,177.8,180.34,155,31,29
1,1,0,0,0.536666667,2,1,172.72,172.72,135,0,2,0,0.51,1,2,170.18,175.26,135,31,28
0,0,3,0,0.306666667,0,3,160.02,167.64,135,0,2,0,0.476666667,2,4,160.02,167.64,125,28,26
1,0,2,0,0.54,0,2,187.96,193.04,205,2,0,0,0.470909091,4,7,185.42,185.42,205,33,34
0,0,2,0,0.484285714,1,6,185.42,185.42,155,0,2,0,0.386666667,1,2,177.8,182.88,170,29,25
1,0,3,0,0.43,0,3,172.72,180.34,145,0,2,0,0.29,0,2,177.8,180.34,155,30,24
0,0,2,0,0.509230769,4,9,177.8,172.72,155,0,3,0,0.51,3,6,177.8,182.88,155,29,28
0,1,0,0,0.483333333,1,2,180.34,177.8,145,2,0,0,0.34125,7,9,170.18,177.8,155,29,31
1,1,0,0,0.425,1,1,185.42,182.88,170,1,0,0,0,1,0,177.8,180.34,170,25,26
0,1,0,0,0.493636364,4,7,182.88,187.96,205,1,0,0,0.358,3,7,187.96,187.96,205,42,29
1,1,0,0,0.46,1,1,182.88,190.5,260,1,0,0,0.418,1,4,185.42,185.42,255,28,36
1,2,0,0,0.455,2,0,182.88,193.04,170,1,0,0,0.43,1,1,185.42,200.66,170,33,28
0,0,1,0,0.417647059,4,13,185.42,190.5,185,1,0,0,0.51125,6,10,182.88,187.96,185,33,35
0,0,1,0,0.4,2,2,193.04,198.12,265,0,1,0,0.504615385,5,8,187.96,193.04,242,31,33
1,0,2,0,0.345,0,2,177.8,177.8,155,0,2,0,0.433333333,5,7,170.18,172.72,145,24,28
0,1,0,0,0.38,1,0,182.88,182.88,145,1,0,0,0.38,1,0,170.18,185.42,145,34,25
0,0,2,0,0.38,0,2,185.42,193.04,170,0,2,0,0.695,0,2,185.42,190.5,185,27,24
1,0,1,0,0.528,4,6,172.72,172.72,155,0,1,0,0.432,2,3,167.64,170.18,145,28,30
1,0,1,0,0.601111111,1,8,185.42,195.58,240,0,9,0,0.545555556,0,9,193.04,195.58,238,30,28
0,0,1,0,0.430769231,4,9,177.8,180.34,155,1,0,0,0.329230769,3,10,172.72,180.34,155,28,29
1,0,4,0,0.426,1,4,180.34,185.42,185,0,4,0,0.51,3,7,182.88,187.96,185,33,31
0,0,4,0,0.426153846,4,9,187.96,185.42,185,0,1,0,0.396,4,11,187.96,190.5,170,28,31
1,0,1,0,0.266666667,2,1,170.18,175.26,135,0,2,0,0.33,1,2,167.64,172.72,135,28,34
0,1,0,0,0.22,1,0,172.72,175.26,135,0,2,0,0.75,0,2,172.72,172.72,135,29,23
1,1,0,0,0.43,2,2,172.72,182.88,155,1,0,0,0.408888889,7,11,175.26,172.72,155,28,29
1,0,1,0,0.24,0,1,177.8,185.42,145,0,3,0,0.406666667,2,4,177.8,185.42,145,24,26
1,1,0,0,0.54,1,1,190.5,200.66,260,0,1,0,0.476666667,1,2,195.58,208.28,250,27,26
1,0,2,0,0.336666667,1,2,180.34,175.26,155,3,0,0,0.307142857,5,2,177.8,175.26,145,21,33
1,0,1,0,0.53,0,1,167.64,167.64,125,0,3,0,0.524,1,4,160.02,160.02,125,28,31
0,1,0,0,0.52,1,5,190.5,200.66,265,0,1,0,0.415714286,3,4,182.88,182.88,263,34,36
0,1,0,0,0.65,1,0,193.04,200.66,250,1,0,0,0.535555556,5,4,180.34,187.96,235,29,33
0,1,0,0,0.4625,2,2,182.88,185.42,145,1,0,0,0.456,1,4,175.26,182.88,155,27,23
0,0,2,0,0.483333333,1,2,185.42,185.42,170,0,2,0,0.42,3,6,182.88,187.96,170,28,37
0,0,1,0,0.48,0,1,175.26,177.8,125,0,1,0,0.58,0,1,177.8,180.34,135,33,29
0,1,0,0,0.498333333,3,3,182.88,182.88,185,1,0,0,0.592,2,3,180.34,190.5,170,31,24
1,0,1,0,0.46,0,1,167.64,170.18,135,0,1,0,0.525,1,1,170.18,175.26,135,30,29
1,1,0,0,0.35,1,0,170.18,167.64,135,2,0,0,0.405,2,0,172.72,170.18,135,25,24
1,1,0,0,0.41,3,5,172.72,175.26,155,2,0,0,0.332222222,2,7,177.8,180.34,155,28,35
0,1,0,0,0.327,3,7,172.72,180.34,170,1,0,0,0.33,1,0,175.26,180.34,185,32,34
2,3,0,0,0.38,5,3,185.42,190.5,185,1,0,0,0.495,4,4,182.88,193.04,205,31,33
0,0,4,0,0.352,1,4,190.5,187.96,170,0,2,0,0.48,3,7,172.72,177.8,170,31,32
0,0,3,0,0.434375,5,11,182.88,193.04,170,0,5,0,0.414,0,5,175.26,177.8,170,27,29
1,0,5,0,0.328571429,1,6,195.58,200.66,205,0,1,0,0.53,4,5,185.42,193.04,205,25,31
1,0,3,0,0.514,1,4,182.88,193.04,170,2,0,0,0.581428571,9,12,175.26,177.8,155,23,33
1,0,3,0,0.586923077,5,8,182.88,190.5,170,0,1,0,0.45,3,10,185.42,195.58,170,31,33
0,2,0,0,0.450714286,7,7,172.72,180.34,145,1,0,0,0.487333333,6,9,175.26,185.42,155,26,36
0,0,3,0,0.393333333,0,3,167.64,177.8,135,0,2,0,0.54,1,2,165.1,167.64,135,28,30
0,0,1,0,0.35,0,1,177.8,182.88,155,0,2,0,0.433333333,1,2,180.34,190.5,155,27,24
0,0,1,0,0.255,1,1,170.18,172.72,155,0,1,0,0.56,0,1,172.72,182.88,155,29,27
0,0,1,0,0.398,3,2,167.64,177.8,135,0,1,0,0.334285714,5,9,167.64,177.8,145,29,33
0,2,0,0,0.473333333,2,1,172.72,172.72,135,2,0,0,0.4025,2,2,165.1,167.64,135,26,30
0,0,5,0,0.415,1,5,187.96,190.5,170,0,9,0,0.564444444,2,16,180.34,193.04,185,28,31
0,0,3,0,0.436,4,11,182.88,182.88,170,0,4,0,0.614444444,1,8,175.26,175.26,185,30,29
0,0,1,0,0.408571429,3,4,182.88,187.96,205,0,3,0,0.703333333,0,3,190.5,198.12,205,29,31
1,0,2,0,0.374,4,6,172.72,177.8,170,0,2,0,0.417272727,4,7,172.72,190.5,155,28,31
1,2,0,0,0.455,2,2,185.42,185.42,145,3,0,0,0.351666667,3,3,172.72,172.72,145,29,30
0,2,0,0,0.451538462,7,6,182.88,182.88,185,4,0,0,0.424166667,8,4,180.34,180.34,170,31,32
0,1,0,0,0,1,0,185.42,185.42,205,0,1,0,0.688,2,3,198.12,205.74,205,34,39
1,2,0,0,0.355,2,2,172.72,172.72,155,0,1,0,0.273076923,6,7,175.26,177.8,155,27,28
0,0,1,0,0.52,0,1,170.18,180.34,155,0,1,0,0.335,1,1,175.26,172.72,145,32,33
0,1,0,0,0.623333333,1,2,175.26,175.26,155,1,0,0,0.511,4,6,185.42,187.96,170,29,26
1,0,3,0,0.244,1,4,177.8,180.34,145,0,3,0,0.55,0,3,180.34,177.8,145,28,25
1,0,1,0,0.435,1,1,175.26,175.26,185,0,1,0,0.454210526,5,14,185.42,190.5,185,40,38
2,0,1,0,0.56,0,1,180.34,180.34,205,3,0,0,0.547777778,4,5,187.96,187.96,205,30,29
0,1,0,0,0.335,4,4,180.34,185.42,170,1,0,0,0.557777778,3,6,187.96,193.04,170,31,30
0,0,1,0,0.496,5,5,172.72,177.8,155,0,1,0,0.256,3,2,170.18,177.8,155,32,34
0,1,0,0,0.43,1,1,170.18,172.72,135,1,0,0,0.365,2,2,170.18,172.72,135,34,28
0,1,0,0,0.16,1,0,182.88,190.5,185,1,0,0,0.433333333,2,1,182.88,185.42,185,30,31
0,0,3,0,0.413571429,6,8,193.04,198.12,205,0,15,0,0.702666667,0,15,187.96,195.58,185,35,37
0,2,0,0,0.54,2,1,193.04,193.04,242,1,0,0,0.387142857,3,4,190.5,195.58,240,28,36
0,2,0,0,0.656666667,2,1,185.42,190.5,205,0,1,0,0.5,0,1,187.96,193.04,205,32,32
0,0,1,0,0.65,1,2,182.88,187.96,170,2,0,0,0.4875,3,13,182.88,193.04,170,28,34
0,1,0,0,0.12,1,0,182.88,187.96,205,2,0,0,0.471428571,2,5,187.96,200.66,205,25,28
0,0,1,0,0.39,3,7,175.26,180.34,170,0,1,0,0.487857143,4,10,185.42,182.88,170,28,34
0,0,1,0,0.35,0,1,172.72,170.18,145,0,1,0,0.47,0,1,170.18,177.8,145,26,28
0,0,1,0,0.8,0,1,175.26,177.8,155,1,0,0,0.3525,6,10,177.8,180.34,155,34,29
1,0,2,0,0.495,2,4,187.96,193.04,185,1,0,0,0.39125,4,4,187.96,195.58,185,25,31
0,0,1,0,1,0,1,180.34,182.88,155,1,0,0,0.43,1,0,175.26,182.88,155,34,34
1,1,0,0,0.5,1,0,193.04,203.2,264,0,3,0,0.434,1,4,198.12,200.66,255,33,30
0,2,0,0,0.465,2,0,182.88,190.5,170,1,0,0,0.455,2,6,175.26,180.34,170,36,27
1,1,0,0,0.483333333,2,1,177.8,177.8,155,1,0,0,0.396153846,7,6,180.34,182.88,170,29,29
0,0,3,0,0.548,1,4,175.26,180.34,155,0,2,0,0.394,2,3,177.8,185.42,145,33,26
1,0,1,0,0.481111111,3,6,172.72,177.8,170,0,1,0,0.55,3,7,182.88,185.42,170,32,38
0,1,0,0,0.22,1,1,180.34,182.88,155,1,0,0,0.5,1,0,175.26,177.8,155,31,30
0,0,1,0,0.302,3,2,177.8,182.88,155,1,0,0,0.3825,3,5,175.26,180.34,155,33,32
1,1,0,0,0.43,2,2,167.64,170.18,145,1,0,0,0.29,1,1,175.26,177.8,145,29,29
0,0,3,0,0.44,0,3,193.04,203.2,240,0,3,0,0.435454545,3,8,210.82,213.36,265,30,24
0,0,1,0,0.417777778,3,6,177.8,187.96,170,0,1,0,0.335555556,4,5,182.88,187.96,170,32,30
0,0,3,0,0.415,1,3,170.18,172.72,135,0,1,0,0.35,1,1,167.64,172.72,135,33,34
1,0,1,0,0.489166667,4,8,177.8,172.72,155,0,3,0,0.29,0,3,182.88,185.42,155,29,24
0,0,2,0,0.78,0,2,175.26,175.26,155,0,2,0,0.428571429,1,6,185.42,190.5,170,29,25
0,2,0,0,0.46,4,4,177.8,177.8,170,1,0,0,0.475,1,1,185.42,193.04,170,34,30
1,1,0,0,0.485,1,1,172.72,180.34,145,0,1,0,0.376666667,2,1,175.26,185.42,145,26,26
0,0,2,0,0.516,5,10,182.88,187.96,185,0,7,0,0.551818182,1,10,193.04,213.36,205,35,25
1,0,1,0,0.474,2,3,160.02,167.64,125,0,3,0,0.403333333,0,3,162.56,165.1,125,26,28
0,0,1,0,0.426666667,3,6,185.42,187.96,205,1,0,0,0.415625,4,12,185.42,190.5,185,31,33
0,0,2,0,0.522857143,3,4,177.8,187.96,155,0,2,0,0.49,1,2,172.72,177.8,145,22,28
1,2,0,0,0.21,2,0,190.5,200.66,205,0,3,0,0.478571429,3,4,182.88,193.04,205,28,33
0,0,2,0,0.3875,2,6,177.8,177.8,155,0,2,0,0.50625,3,5,177.8,182.88,155,30,28
0,1,0,0,0.565,1,1,180.34,185.42,170,0,1,0,0.32,2,2,182.88,193.04,170,24,36
1,0,2,0,0.305,0,2,162.56,180.34,135,0,2,0,0.49,0,2,175.26,180.34,145,27,25
0,0,1,0,0.55,0,1,185.42,200.66,170,0,3,0,0.3925,1,3,190.5,187.96,170,28,30
0,2,0,0,0.31,2,1,180.34,175.26,135,1,0,0,0.41,1,0,165.1,165.1,135,28,27
0,1,0,0,0.531428571,3,4,177.8,182.88,155,2,0,0,0.62,2,3,185.42,193.04,170,31,32
0,1,0,0,0.429166667,3,9,167.64,172.72,145,0,4,0,0.4225,0,4,175.26,177.8,170,30,28
0,0,1,0,0.412352941,6,11,175.26,172.72,155,0,1,0,0.491666667,1,5,185.42,185.42,155,29,29
2,0,3,0,0.54,5,7,185.42,195.58,205,0,1,0,0.3125,2,2,182.88,182.88,170,31,33
1,0,1,0,0.39,1,1,180.34,175.26,155,0,1,0,0.34,0,1,172.72,170.18,145,20,22
0,1,0,0,0.33,1,0,175.26,182.88,145,0,1,0,0.42,1,1,167.64,167.64,155,26,25
1,1,0,0,0.48,1,0,182.88,185.42,185,1,0,0,0.402,3,2,190.5,190.5,185,23,30
1,0,1,0,0.69,0,1,172.72,172.72,135,0,2,0,0.506666667,1,2,172.72,180.34,135,22,29
0,0,1,0,0.560714286,6,8,190.5,193.04,230,1,0,0,0.51375,4,4,185.42,193.04,205,34,30
0,0,2,0,0.374444444,2,7,187.96,187.96,205,1,0,0,0.568333333,3,9,185.42,187.96,185,29,34
0,0,2,0,0.42,1,2,172.72,182.88,155,1,0,0,0.435833333,4,8,177.8,180.34,155,27,28
0,1,0,0,0.42375,4,4,185.42,190.5,170,2,0,0,0.449166667,3,9,185.42,195.58,170,30,33
1,1,0,0,0.41,3,1,167.64,177.8,135,1,0,0,0.326363636,4,7,185.42,187.96,145,29,28
1,1,0,0,0.425,1,1,167.64,170.18,135,2,0,0,0.38,2,0,180.34,187.96,145,27,23
0,1,0,0,0.46,1,0,185.42,190.5,242,1,0,0,0.49,1,1,195.58,208.28,250,32,26
0,1,0,0,0.403333333,5,1,167.64,172.72,145,4,0,0,0.4,5,2,165.1,170.18,135,36,31
1,0,3,0,0.41,0,3,167.64,177.8,135,0,1,0,0.44,1,2,167.64,170.18,135,25,33
0,0,1,0,0.56,0,1,182.88,190.5,260,1,0,0,0.56875,6,10,193.04,208.28,240,27,37
1,0,1,0,0.505,1,1,185.42,185.42,170,0,4,0,0.6375,0,4,182.88,185.42,170,28,31
2,0,1,0,0.518888889,3,6,185.42,187.96,170,0,1,0,0.55,0,1,177.8,177.8,170,26,36
1,1,0,0,0.42,1,2,182.88,187.96,185,1,0,0,0.3425,1,3,180.34,190.5,170,33,27
2,0,1,0,0.48,1,1,172.72,172.72,135,0,2,0,0.64,0,2,175.26,180.34,135,30,28
0,1,0,0,0.6,1,2,170.18,175.26,145,1,0,0,0.24,1,0,175.26,172.72,145,26,33
1,1,0,0,0.33,1,0,172.72,182.88,155,1,0,0,0.12,1,0,177.8,185.42,155,28,26
1,0,4,0,0.4175,0,4,187.96,198.12,185,0,4,0,0.481111111,2,7,182.88,182.88,185,28,34
0,2,0,0,0.397142857,4,3,185.42,190.5,185,0,2,0,0.6975,1,3,187.96,190.5,185,30,30
0,1,0,0,0.33,1,0,177.8,187.96,170,1,0,0,0.535555556,3,6,182.88,185.42,170,28,37
1,0,2,0,0.805,0,2,190.5,198.12,205,0,1,0,0.385,2,2,182.88,190.5,185,30,27
0,0,1,0,0.485,1,1,167.64,167.64,125,0,1,0,0.415,1,1,167.64,170.18,125,29,26
0,0,1,0,0.46,2,2,185.42,190.5,155,0,1,0,0.348888889,4,5,172.72,177.8,170,32,27
1,1,0,0,0.4975,3,1,177.8,185.42,145,2,0,0,0.37,2,0,167.64,167.64,135,24,29
0,1,0,0,0.58,1,0,165.1,167.64,125,0,2,0,0.4875,1,3,160.02,160.02,125,24,31
1,0,1,0,0.45,0,1,185.42,193.04,170,0,2,0,0.4175,2,2,182.88,193.04,185,26,29
0,0,1,0,0.62,0,1,165.1,160.02,135,0,1,0,0.485,1,1,165.1,167.64,135,28,29
0,0,2,0,0.484,4,6,185.42,187.96,205,0,14,0,0.717142857,0,14,187.96,195.58,185,35,37
0,2,0,0,0.517692308,11,15,190.5,187.96,205,1,0,0,0.36,5,9,190.5,195.58,205,37,33
0,3,0,0,0.428181818,7,4,180.34,180.34,170,1,0,0,0.39,1,0,175.26,175.26,185,32,40
1,1,0,0,0.448461538,4,9,185.42,182.88,170,0,1,0,0.5025,2,6,187.96,193.04,170,34,30
0,0,1,0,0.175,2,2,182.88,182.88,155,1,0,0,0.496666667,1,2,167.64,167.64,145,24,27
1,0,2,0,0.455,0,2,167.64,177.8,135,0,3,0,0.4675,1,3,167.64,162.56,145,28,30
0,0,1,0,0.493333333,2,1,177.8,185.42,155,2,0,0,0.415625,6,10,175.26,172.72,155,33,29
1,0,1,0,0.45,0,1,177.8,177.8,155,0,3,0,0.354666667,5,10,177.8,180.34,155,23,28
0,0,1,0,0.425,1,1,182.88,185.42,185,0,3,0,0.47,1,3,180.34,185.42,185,31,32
1,3,0,0,0.2675,3,1,177.8,182.88,155,4,0,0,0.3275,4,0,177.8,182.88,155,32,33
1,1,0,0,0.459444444,5,13,185.42,190.5,185,0,1,0,0.406,6,4,180.34,187.96,205,37,35
0,0,4,0,0.4775,0,4,185.42,185.42,255,0,1,0,0.574,2,3,193.04,195.58,231,35,34
0,1,0,0,0.354666667,6,9,170.18,177.8,155,2,0,0,0.377272727,3,8,175.26,177.8,155,30,33
0,2,0,0,0.459375,7,9,170.18,177.8,155,1,0,0,0.268333333,6,6,175.26,177.8,155,36,28
0,0,2,0,0.6325,1,3,180.34,190.5,170,0,3,0,0.63,0,3,182.88,185.42,170,24,31
1,0,1,0,0.52,1,1,172.72,177.8,145,0,1,0,0.418571429,2,5,172.72,175.26,155,28,27
1,0,2,0,0.4,0,2,172.72,180.34,145,0,2,0,0.54,0,2,180.34,177.8,145,30,28
1,0,1,0,0.496,2,3,187.96,193.04,185,0,2,0,0.534,2,3,182.88,182.88,185,25,30
0,3,0,0,0.62,3,0,177.8,193.04,170,2,0,0,0.32,5,5,185.42,187.96,185,31,30
0,0,1,0,0.48,1,1,175.26,187.96,135,0,1,0,0.5,1,1,172.72,180.34,135,24,29
0,1,0,0,0.42,1,0,165.1,162.56,125,2,0,0,0.4475,2,2,160.02,167.64,125,28,25
0,0,1,0,0.578333333,2,4,177.8,182.88,155,1,0,0,0.62,1,1,182.88,187.96,170,31,27
0,0,2,0,0.384166667,6,6,180.34,182.88,170,0,1,0,0.3925,3,5,182.88,187.96,170,29,36
0,1,0,0,0.426666667,1,2,165.1,167.64,135,2,0,0,0.24,2,0,170.18,175.26,135,29,27
0,1,0,0,0.385,1,1,177.8,177.8,170,1,0,0,0.46375,3,5,172.72,177.8,170,30,31
0,0,1,0,0.59,0,1,180.34,185.42,170,0,2,0,0.406666667,1,2,190.5,187.96,170,23,30
1,3,0,0,0.516,4,1,172.72,177.8,145,2,0,0,0.355,4,2,177.8,175.26,145,30,32
0,1,0,0,0.4,1,0,172.72,170.18,135,1,0,0,0.3,1,0,175.26,187.96,135,24,24
0,0,1,0,0.45,0,1,172.72,177.8,155,0,1,0,0.48,0,1,187.96,190.5,170,30,28
0,1,0,0,0.41,1,0,175.26,165.1,155,1,0,0,0.39,1,0,170.18,172.72,155,31,28
1,2,0,0,0.303333333,2,1,182.88,193.04,170,1,0,0,0.55,1,1,182.88,193.04,170,36,28
1,0,2,0,0.437857143,4,10,182.88,182.88,170,0,6,0,0.465714286,1,6,175.26,180.34,170,30,27
1,0,1,0,0.518333333,3,3,177.8,187.96,155,0,1,0,0.496666667,1,2,182.88,185.42,145,22,26
0,1,0,0,0.57,1,0,172.72,175.26,145,1,0,0,0.34,1,0,180.34,175.26,155,23,20
0,0,3,0,0.518947368,5,14,190.5,200.66,264,0,8,0,0.53125,0,8,193.04,195.58,238,33,28
0,1,0,0,0.625,1,1,193.04,193.04,242,1,0,0,0.401666667,3,3,182.88,182.88,263,27,35
0,0,2,0,0.62,0,2,193.04,208.28,240,0,2,0,0.479,3,7,210.82,213.36,265,34,24
1,0,2,0,0.205,1,3,177.8,180.34,145,0,1,0,0.48,0,1,170.18,172.72,145,28,24
1,0,1,0,0.345,1,1,172.72,182.88,155,0,4,0,0.39,0,4,180.34,190.5,155,27,26
1,2,0,0,0.433333333,4,5,187.96,193.04,185,2,0,0,0.305,2,0,185.42,182.88,185,28,31
0,1,0,0,0.462857143,3,4,177.8,177.8,170,4,0,0,0.3,4,4,182.88,187.96,170,33,30
1,0,2,0,0.31,0,2,182.88,185.42,155,0,5,0,0.38,2,5,175.26,180.34,155,23,31
0,0,2,0,0.725,0,2,170.18,175.26,145,0,1,0,0.6,3,1,167.64,177.8,145,26,36
0,0,4,0,0.46,0,4,175.26,182.88,155,0,2,0,0.45,0,2,170.18,182.88,145,23,25
0,1,0,0,0.454615385,6,7,172.72,180.34,145,1,0,0,0.5,1,4,185.42,185.42,155,25,29
0,0,1,0,0.52,0,1,170.18,172.72,135,0,2,0,0.376666667,1,2,170.18,172.72,135,33,32
0,1,0,0,0.63,1,1,185.42,190.5,205,0,2,0,0.483333333,3,3,182.88,193.04,205,32,33
1,1,0,0,0.401666667,3,3,182.88,187.96,205,1,0,0,0.536153846,7,6,190.5,203.2,185,29,36
0,1,0,0,0.563333333,2,1,177.8,180.34,185,1,0,0,0.536666667,1,2,185.42,187.96,185,27,24
0,0,1,0,0,0,1,180.34,182.88,155,0,1,0,0.492857143,3,4,177.8,182.88,155,30,28
0,2,0,0,0.245,2,0,172.72,172.72,155,1,0,0,0.33,4,4,172.72,177.8,170,39,27
1,1,0,0,0.32,1,0,170.18,180.34,135,2,0,0,0.46,2,0,167.64,175.26,135,33,34
1,1,0,0,0.57,1,0,172.72,172.72,135,1,0,0,0.75,1,0,172.72,180.34,135,30,28
0,0,1,0,0.3275,2,10,172.72,180.34,155,0,2,0,0.432666667,5,10,182.88,193.04,170,28,27
1,0,3,0,0.635,1,7,175.26,175.26,185,0,2,0,0.4015,5,15,177.8,185.42,170,28,34
1,0,3,0,0.416666667,4,8,187.96,185.42,185,0,3,0,0.363333333,2,7,172.72,180.34,170,28,32
1,0,1,0,0.7,0,1,193.04,208.28,240,0,1,0,0.5175,4,4,180.34,187.96,235,34,32
1,0,1,0,0.4025,2,2,177.8,185.42,145,0,3,0,0.393333333,0,3,180.34,193.04,155,25,28
0,0,1,0,0.51,0,1,185.42,182.88,170,0,1,0,0.426666667,1,5,185.42,190.5,170,25,24
0,0,1,0,0.68,0,1,180.34,182.88,155,0,2,0,0.59,1,3,175.26,180.34,155,28,32
0,1,0,0,0.456666667,1,2,185.42,185.42,145,1,0,0,0.32,1,0,167.64,167.64,155,28,25
1,1,0,0,0.376666667,2,1,182.88,190.5,185,1,0,0,0.308333333,4,2,187.96,185.42,185,26,29
0,0,4,0,0.381428571,2,12,182.88,190.5,205,0,6,0,0.558,1,9,193.04,213.36,205,32,24
0,0,1,0,0.68,0,1,185.42,193.04,170,0,2,0,0.4725,1,3,182.88,193.04,170,29,22
1,1,0,0,0.376666667,2,1,193.04,198.12,265,1,0,0,0.458333333,2,4,193.04,198.12,245,30,29
1,0,3,0,0.48,0,3,175.26,177.8,135,0,1,0,0.473333333,1,2,175.26,193.04,135,21,31
0,3,0,0,0.313333333,3,0,177.8,182.88,155,0,1,0,0.39,4,6,172.72,190.5,155,32,30
0,0,1,0,0.57,0,1,182.88,190.5,170,0,1,0,0.598181818,5,6,182.88,190.5,170,29,31
1,1,0,0,0.453333333,2,1,185.42,190.5,155,1,0,0,0.363333333,1,2,172.72,172.72,155,32,26
0,2,0,0,0.358333333,3,3,175.26,177.8,155,1,0,0,0.488888889,5,4,172.72,177.8,155,26,32
0,2,0,0,0.5725,3,5,187.96,187.96,205,0,4,0,0.34,1,5,195.58,200.66,205,29,25
0,1,0,0,0.4475,6,6,182.88,182.88,185,1,0,0,0.4125,3,5,185.42,187.96,205,30,31
0,0,1,0,0.443333333,1,2,167.64,170.18,145,1,0,0,0.334615385,5,8,167.64,177.8,145,29,33
1,0,1,0,0.71,0,1,175.26,175.26,155,0,1,0,0.398571429,3,4,185.42,190.5,170,28,29
0,1,0,0,0.34,1,0,167.64,167.64,135,1,0,0,0.17,1,0,167.64,172.72,135,29,33
1,1,0,0,0.53,1,0,185.42,185.42,170,1,0,0,0.36,1,0,180.34,187.96,185,28,33
1,0,1,0,0.441538462,4,9,182.88,182.88,170,0,1,0,0.47,5,11,175.26,177.8,170,29,28
1,0,2,0,0.5,1,2,180.34,185.42,185,0,3,0,0.343333333,0,3,180.34,190.5,170,32,27
0,0,1,0,0.495,1,1,193.04,198.12,205,0,1,0,0.71,1,2,187.96,190.5,185,28,30
1,0,1,0,0.54,0,1,180.34,177.8,145,0,1,0,0.312,3,7,185.42,187.96,145,25,27
0,0,1,0,0.7,0,1,182.88,193.04,170,0,1,0,0.51,1,2,180.34,190.5,170,28,23
1,0,1,0,0.79,0,1,170.18,175.26,145,1,0,0,0.72,1,1,175.26,182.88,145,26,31
1,0,3,0,0.456666667,0,3,175.26,177.8,170,0,1,0,0.436363636,2,9,167.64,172.72,145,28,30
1,0,1,0,0.35375,2,6,187.96,187.96,205,1,0,0,0.477,3,7,185.42,185.42,205,28,33
0,0,2,0,0.579333333,5,10,193.04,208.28,240,0,2,0,0.353333333,1,2,177.8,182.88,265,36,37
1,2,0,0,0.266666667,2,1,182.88,182.88,170,3,0,0,0.2825,3,1,177.8,185.42,170,33,36
1,0,2,0,0.5125,3,5,182.88,187.96,185,1,0,0,0.398461538,3,10,187.96,190.5,170,31,30
0,0,1,0,0.25,0,1,175.26,177.8,145,0,1,0,0.48,0,1,180.34,177.8,145,28,28
0,0,2,0,0.475454545,3,8,177.8,180.34,155,0,1,0,0.355,1,1,177.8,182.88,170,27,25
1,1,0,0,0.51,1,0,167.64,167.64,125,2,0,0,0.385,2,0,162.56,167.64,135,29,34
0,4,0,0,0.338,4,1,187.96,190.5,185,1,0,0,0.34,1,0,182.88,185.42,185,25,31
1,0,1,0,0.49,1,2,160.02,160.02,125,0,1,0,0.383333333,1,2,170.18,172.72,135,30,28
1,0,5,0,0.46,1,5,175.26,180.34,170,0,2,0,0.408125,4,12,177.8,182.88,170,26,30
0,0,1,0,0.57,0,1,193.04,193.04,242,0,1,0,0.467777778,3,6,210.82,213.36,265,27,23
1,0,1,0,0.76,0,1,185.42,190.5,185,0,3,0,0.52125,2,6,182.88,185.42,170,23,37
0,0,1,0,0.6,0,1,195.58,208.28,250,0,1,0,0.47,0,1,193.04,203.2,240,25,29
0,1,0,0,0.3,1,1,180.34,175.26,135,1,0,0,0.09,1,0,167.64,170.18,125,27,26
0,0,1,0,0.61,0,1,172.72,172.72,135,0,2,0,0.386666667,1,2,167.64,162.56,145,25,29
0,0,1,0,0.4,1,1,177.8,185.42,155,1,0,0,0.425,1,1,182.88,185.42,145,29,26
1,0,4,0,0.404,1,4,187.96,190.5,170,0,3,0,0.440909091,4,7,185.42,193.04,185,27,28
1,1,0,0,0.5525,2,2,193.04,195.58,231,0,1,0,0.408,2,3,182.88,182.88,263,34,35
0,0,1,0,0.481428571,2,5,172.72,177.8,170,0,1,0,0.404736842,5,14,177.8,185.42,170,31,34
0,0,2,0,0.465,0,2,165.1,167.64,135,0,2,0,0.445,0,2,167.64,177.8,135,29,25
