Winner,B_current_lose_streak,B_current_win_streak,B_2,B_avg_SIG_STR_pct,B_losses,B_wins,B_Height_cms,B_Reach_cms,B_Weight_lbs,R_current_lose_streak,R_current_win_streak,R_2,R_avg_SIG_STR_pct,R_losses,R_wins,R_Height_cms,R_Reach_cms,R_Weight_lbs,B_age,R_age
0,0,1,0,0.31,0,1,182.88,195.58,185,0,2,0,0.544545455,5,6,185.42,195.58,205,30,31
1,0,1,0,0.515,1,1,170.18,175.26,135,0,1,0,0.46,2,1,177.8,185.42,145,27,23
0,1,0,0,0.185,1,1,182.88,182.88,170,1,0,0,0.591,5,5,182.88,190.5,170,28,31
0,0,5,0,0.544,0,5,187.96,200.66,205,0,3,0,0.381538462,2,11,182.88,190.5,205,27,32
0,0,4,0,0.420666667,3,12,185.42,190.5,185,0,1,0,0.492222222,4,5,185.42,187.96,205,32,34
1,0,3,0,0.443333333,0,3,187.96,198.12,185,0,1,0,0.460833333,3,9,185.42,182.88,170,27,34
0,2,0,0,0.485,3,5,172.72,172.72,155,0,1,0,0.342857143,2,5,177.8,177.8,155,27,30
0,1,0,0,0.331666667,4,2,185.42,182.88,135,1,0,0,0.39,1,0,172.72,177.8,145,30,28
0,2,0,0,0.156666667,2,1,177.8,182.88,155,1,0,0,0.38,2,1,177.8,185.42,145,32,25
0,1,0,0,0.25,1,0,193.04,198.12,185,2,0,0,0.535,2,2,187.96,193.04,185,23,25
1,1,0,0,0.327272727,2,9,172.72,180.34,155,1,0,0,0.402666667,5,10,175.26,172.72,155,28,28
1,0,1,0,0.396363636,6,5,180.34,182.88,170,0,2,0,0.453333333,2,4,177.8,177.8,170,28,33
0,1,0,0,0.383333333,2,1,198.12,205.74,260,2,0,0,0.46,4,3,180.34,187.96,235,25,32
0,3,0,0,0.49875,5,3,190.5,190.5,185,2,0,0,0.485,7,7,185.42,185.42,185,34,39
0,2,0,0,0.226666667,3,3,177.8,187.96,170,1,0,0,0.51,2,3,177.8,182.88,155,31,30
0,0,2,0,0.465,0,2,167.64,167.64,145,0,2,0,0.435,0,2,170.18,177.8,145,26,25
0,0,2,0,0.503,3,7,187.96,198.12,205,0,1,0,0.518571429,5,9,182.88,187.96,185,27,34
0,0,1,0,0.37,3,2,187.96,185.42,185,0,2,0,0.34625,2,6,172.72,180.34,170,29,31
0,0,1,0,0.471111111,3,6,185.42,185.42,155,0,3,0,0.4,0,3,180.34,190.5,155,26,25
0,0,2,0,0.269090909,5,6,175.26,177.8,155,0,1,0,0.437272727,5,6,170.18,172.72,145,27,27
0,0,1,0,0.384,4,1,167.64,172.72,145,0,1,0,0.42,0,1,175.26,180.34,135,36,31
1,1,0,0,0.384285714,3,4,182.88,187.96,170,2,0,0,0.805,2,0,177.8,193.04,170,36,31
0,0,4,0,0.495,0,4,185.42,185.42,155,0,1,0,0.417142857,5,9,182.88,193.04,170,28,26
1,0,2,0,0.582857143,1,6,175.26,175.26,185,1,0,0,0.52,2,13,182.88,193.04,170,28,33
1,0,3,0,0.314,1,4,195.58,200.66,205,0,2,0,0.481,3,7,182.88,187.96,205,24,40
1,0,1,0,0.28,0,1,175.26,180.34,145,0,1,0,0.42,2,1,167.64,177.8,135,24,28
0,0,1,0,0.4875,2,2,175.26,182.88,145,1,0,0,0.391666667,2,4,172.72,175.26,155,30,27
1,0,1,0,0.633333333,1,2,175.26,180.34,155,0,1,0,0.46,1,1,185.42,190.5,155,32,31
0,1,0,0,0.325,1,1,182.88,193.04,170,1,0,0,0.514285714,2,5,187.96,193.04,170,35,30
0,1,0,0,0.354,2,3,175.26,177.8,155,0,4,0,0.363333333,2,4,175.26,180.34,155,25,31
1,1,0,0,0.435,1,1,167.64,170.18,145,3,0,0,0.411666667,4,2,165.1,170.18,135,29,30
0,0,1,0,0.589090909,2,9,185.42,187.96,185,0,5,0,0.57,1,8,193.04,213.36,205,33,24
0,0,1,0,0.323333333,2,4,190.5,195.58,240,0,2,0,0.506111111,5,13,190.5,200.66,264,35,32
1,2,0,0,0.3,2,2,187.96,190.5,205,1,0,0,0.5176,10,15,190.5,187.96,205,35,36
1,0,2,0,0.655,0,2,182.88,185.42,170,0,3,0,0.583333333,0,3,180.34,190.5,170,31,31
1,0,1,0,0.3,0,1,170.18,182.88,145,1,0,0,0.3975,1,3,172.72,172.72,145,24,29
1,0,1,0,0.446,3,2,182.88,193.04,205,0,2,0,0.38625,2,6,185.42,195.58,205,32,34
1,0,1,0,0.425,1,1,180.34,185.42,185,0,1,0,0.4125,2,2,190.5,190.5,185,32,29
1,1,0,0,0.3025,5,3,175.26,182.88,155,0,2,0,0.545,0,2,172.72,172.72,155,36,26
1,0,1,0,0.385,1,1,170.18,172.72,135,0,1,0,0.32,0,1,180.34,175.26,135,32,27
0,1,0,0,0.508571429,2,5,172.72,172.72,155,1,0,0,0.373333333,4,5,172.72,190.5,155,27,30
0,1,0,0,0.39,1,0,185.42,182.88,185,0,3,0,0.412857143,3,11,185.42,190.5,185,30,32
0,0,1,0,0.500714286,5,9,175.26,185.42,155,0,2,0,0.46,0,2,180.34,193.04,155,35,27
1,0,3,0,0.508571429,2,5,180.34,187.96,185,0,1,0,0.517142857,3,4,185.42,193.04,205,41,29
0,0,2,0,0.32,0,2,170.18,177.8,135,1,0,0,0.365,1,1,167.64,170.18,135,31,32
1,2,0,0,0.4575,4,8,182.88,182.88,170,1,0,0,0.39375,2,6,175.26,180.34,170,29,27
0,0,4,0,0.448,1,4,193.04,193.04,205,0,2,0,0.408461538,6,7,193.04,198.12,205,29,34
0,2,0,0,0.536666667,3,3,180.34,180.34,205,2,0,0,0.344285714,2,5,187.96,187.96,205,36,28
1,0,2,0,0.415,0,2,187.96,198.12,185,0,1,0,0.426,2,3,182.88,187.96,205,27,28
0,0,1,0,0.34,3,4,172.72,177.8,170,0,2,0,0.349285714,5,9,177.8,180.34,155,27,28
0,1,0,0,0.33,1,1,170.18,172.72,135,1,0,0,0.45,1,1,175.26,193.04,135,24,30
1,0,1,0,0.44,1,1,190.5,187.96,170,0,1,0,0.595555556,4,5,182.88,190.5,170,30,30
0,1,0,0,0.315,1,1,175.26,190.5,155,1,0,0,0.63,1,1,175.26,180.34,155,29,32
1,0,7,0,0.52,0,7,193.04,195.58,238,0,7,0,0.621428571,0,7,185.42,195.58,240,27,29
1,0,2,0,0.465,0,2,175.26,177.8,170,0,4,0,0.360714286,5,9,170.18,177.8,155,27,29
0,0,2,0,0.48,0,2,185.42,185.42,145,0,2,0,0.52,0,2,175.26,182.88,155,28,22
0,1,0,0,0.48,1,1,185.42,187.96,170,1,0,0,0.415,3,3,185.42,190.5,170,31,29
2,0,1,0,0.58,0,1,172.72,180.34,145,0,1,0,0.9,0,1,175.26,182.88,145,25,31
0,2,0,0,0.5,2,0,170.18,182.88,135,2,0,0,0.4,2,0,177.8,185.42,145,30,23
1,0,3,0,0.47625,2,6,182.88,182.88,185,0,1,0,0.463333333,6,12,180.34,187.96,185,33,31
1,0,1,0,0.45,3,1,190.5,190.5,205,0,1,0,0.676666667,1,2,198.12,205.74,205,39,38
0,1,0,0,0.35,1,0,175.26,185.42,145,4,0,0,0.375,4,0,167.64,172.72,145,25,35
1,0,2,0,0.435,4,6,185.42,193.04,185,1,0,0,0.584,8,12,175.26,177.8,155,28,32
0,0,5,0,0.548,0,5,190.5,200.66,265,0,1,0,0.596428571,5,9,193.04,208.28,240,33,36
1,2,0,0,0.405,2,2,182.88,182.88,263,2,0,0,0.428888889,5,4,187.96,185.42,230,35,37
0,1,0,0,0.6,1,0,167.64,175.26,135,0,1,0,0.53,0,1,165.1,167.64,135,34,29
1,0,3,0,0.53,0,3,185.42,185.42,155,0,4,0,0.315,4,8,167.64,177.8,145,28,32
0,2,0,0,0.3,2,3,187.96,195.58,205,3,0,0,0.565384615,6,7,190.5,193.04,230,31,34
0,1,0,0,0.36,1,0,182.88,182.88,155,1,0,0,0.21,1,0,180.34,190.5,155,25,23
0,1,0,0,0.391,2,8,175.26,177.8,155,1,0,0,0.446,2,8,167.64,172.72,145,32,29
0,0,1,0,0.4525,4,12,177.8,187.96,145,0,1,0,0.43,0,1,170.18,177.8,145,35,25
0,0,3,0,0.435714286,2,5,185.42,187.96,205,1,0,0,0.4625,4,4,185.42,187.96,205,31,34
1,2,0,0,0.375,2,0,167.64,177.8,135,1,0,0,0.374,3,2,177.8,175.26,145,28,32
1,0,1,0,0.49,3,7,177.8,180.34,155,0,5,0,0.395714286,4,10,175.26,172.72,155,27,28
0,3,0,0,0.4125,3,1,185.42,187.96,170,1,0,0,0.470909091,3,8,185.42,182.88,170,30,33
0,0,2,0,0.4625,5,7,172.72,180.34,145,1,0,0,0.27,1,0,177.8,182.88,170,25,24
1,0,1,0,0.09,1,2,177.8,180.34,145,0,1,0,0.36,0,1,172.72,177.8,155,27,33
0,2,0,0,0.551428571,4,3,190.5,190.5,185,0,2,0,0.537142857,2,5,182.88,185.42,170,34,37
1,3,0,0,0.345,3,1,187.96,185.42,185,3,0,0,0.3375,3,1,187.96,190.5,185,28,24
0,0,2,0,0.465,0,2,160.02,167.64,125,0,1,0,0.37,0,1,172.72,172.72,135,25,26
1,1,0,0,0.48,3,5,210.82,213.36,265,1,0,0,0.426666667,3,3,180.34,187.96,235,23,32
0,0,2,0,0.5125,1,3,177.8,182.88,155,0,1,0,0.47,3,6,187.96,198.12,205,30,27
0,0,1,0,0.47375,4,4,172.72,177.8,155,1,0,0,0.474545455,4,7,177.8,172.72,155,31,28
0,2,0,0,0.33,3,1,172.72,180.34,155,1,0,0,0.51,5,8,175.26,185.42,155,29,35
1,0,1,0,0.5,0,1,182.88,185.42,155,0,1,0,0.42,1,1,177.8,185.42,145,23,25
1,1,0,0,0.513333333,3,3,177.8,182.88,155,1,0,0,0.155,1,1,177.8,182.88,155,27,32
0,1,0,0,0.35,1,0,182.88,190.5,170,2,0,0,0.378,6,4,180.34,182.88,170,29,28
0,0,2,0,0.49,2,7,185.42,185.42,205,0,4,0,0.57625,1,7,193.04,213.36,205,33,24
1,1,0,0,0.399444444,5,13,177.8,185.42,170,1,0,0,0.532083333,6,18,175.26,185.42,170,33,37
1,0,1,0,0.285,1,1,177.8,182.88,265,0,1,0,0.375,1,1,193.04,198.12,265,37,29
0,0,1,0,0.67,0,1,187.96,187.96,265,0,1,0,0.396666667,1,2,198.12,200.66,255,28,29
0,1,0,0,0.223333333,2,1,170.18,177.8,155,2,0,0,0.411538462,5,8,182.88,193.04,170,33,26
0,0,1,0,0.39,4,3,172.72,175.26,155,0,1,0,0.55,0,1,180.34,193.04,155,30,27
1,0,1,0,0.508571429,3,4,182.88,187.96,185,0,2,0,0.455,0,2,182.88,187.96,185,30,32
0,1,0,0,0.44,1,0,170.18,182.88,135,1,0,0,0.305,1,1,170.18,172.72,135,30,27
0,1,0,0,0.48,1,1,182.88,193.04,205,1,0,0,0.71,1,1,187.96,190.5,185,33,29
1,0,4,0,0.44,1,4,175.26,180.34,170,1,0,0,0.365,1,1,182.88,182.88,170,26,32
0,0,1,0,0.66,1,1,177.8,180.34,185,0,2,0,0.365,0,2,180.34,190.5,170,26,26
1,0,1,0,0.22,0,1,177.8,180.34,155,0,1,0,0.47,0,1,182.88,185.42,145,22,26
0,0,1,0,0.5575,6,6,190.5,203.2,185,0,2,0,0.396363636,4,7,187.96,185.42,185,36,27
1,1,0,0,0.43,1,0,177.8,185.42,155,1,0,0,0.11,1,1,182.88,182.88,155,29,23
0,0,1,0,0.47,0,1,175.26,190.5,155,2,0,0,0.356666667,2,4,177.8,177.8,155,28,29
1,1,0,0,0.5,1,0,190.5,187.96,170,0,1,0,0.52,0,1,185.42,187.96,170,29,30
0,0,3,0,0.400833333,2,10,187.96,190.5,170,0,13,0,0.718461538,0,13,187.96,195.58,185,30,36
0,0,2,0,0.376153846,4,9,190.5,195.58,205,1,0,0,0.511666667,3,3,185.42,193.04,205,32,29
1,0,2,0,0.46,0,2,180.34,190.5,155,0,1,0,0.406,1,4,172.72,175.26,155,25,26
0,0,4,0,0.502,1,4,193.04,198.12,245,1,0,0,0.304,2,3,190.5,195.58,240,28,35
0,1,0,0,0.468,6,9,170.18,177.8,155,1,0,0,0.443,5,5,170.18,172.72,145,35,26
0,1,0,0,0.307777778,4,5,185.42,187.96,185,0,1,0,0.31,2,5,172.72,180.34,170,30,31
0,1,0,0,0.72,1,0,182.88,193.04,170,2,0,0,0.401666667,3,3,180.34,185.42,170,31,30
1,1,0,0,0.437894737,10,9,180.34,172.72,170,3,0,0,0.307142857,3,4,182.88,187.96,170,36,29
1,0,1,0,0.44,0,1,175.26,177.8,170,0,7,0,0.329,1,9,172.72,180.34,155,27,27
0,2,0,0,0.5675,2,2,177.8,187.96,155,0,2,0,0.545,0,2,185.42,185.42,155,21,28
1,0,1,0,0.47,2,3,177.8,177.8,170,0,2,0,0.422857143,2,5,177.8,187.96,170,33,30
1,1,0,0,0.396666667,2,1,190.5,190.5,185,1,0,0,0.42875,3,5,187.96,193.04,185,29,28
0,1,0,0,0.15,1,0,170.18,175.26,135,0,1,0,0.4,0,1,162.56,165.1,125,27,27
0,0,3,0,0.536666667,0,3,185.42,193.04,170,0,1,0,0.566,5,5,185.42,195.58,205,31,30
0,0,1,0,0.53,0,1,175.26,180.34,155,0,3,0,0.362,2,3,175.26,180.34,155,31,30
0,0,1,0,0.531666667,9,15,190.5,187.96,205,0,2,0,0.3725,2,10,182.88,190.5,205,36,31
0,2,0,0,0.34,2,1,177.8,185.42,170,1,0,0,0.521538462,5,8,182.88,187.96,185,36,34
1,0,1,0,0.52,0,1,182.88,185.42,170,0,2,0,0.345714286,4,3,175.26,182.88,155,30,35
1,1,0,0,0.46,1,0,180.34,185.42,185,1,0,0,0.495384615,6,7,185.42,185.42,185,31,39
0,0,3,0,0.42,2,4,182.88,187.96,170,0,1,0,0.416666667,1,2,182.88,193.04,170,35,22
1,0,2,0,0.3,1,3,195.58,200.66,205,1,0,0,0.406666667,3,9,185.42,193.04,205,24,34
0,0,1,0,0.68,0,1,167.64,170.18,135,0,1,0,0.45,0,1,167.64,167.64,145,26,26
0,0,1,0,0.4,0,1,170.18,172.72,135,0,1,0,0.415,1,1,167.64,162.56,145,24,29
0,0,3,0,0.496,1,4,172.72,177.8,170,0,1,0,0.606666667,1,5,175.26,175.26,185,30,27
0,1,0,0,0.44,1,0,167.64,177.8,135,3,0,0,0.64,3,0,167.64,177.8,145,28,35
1,1,0,0,0.437647059,6,11,180.34,187.96,185,0,1,0,0.41,5,3,180.34,187.96,205,30,34
0,0,3,0,0.487,3,7,177.8,172.72,155,0,3,0,0.319090909,4,7,167.64,177.8,145,27,32
0,1,0,0,0.37,1,5,187.96,187.96,205,5,0,0,0.538695652,9,14,190.5,187.96,205,28,36
0,0,3,0,0.573333333,1,5,187.96,193.04,170,0,3,0,0.41,1,3,187.96,190.5,170,29,27
0,0,1,0,0.24,0,1,177.8,182.88,155,0,4,0,0.395384615,4,9,175.26,172.72,155,31,28
1,1,0,0,0.363333333,3,3,172.72,177.8,170,1,0,0,0.36375,1,7,177.8,180.34,155,26,33
0,0,1,0,0.46,0,1,170.18,172.72,135,0,1,0,0.31,0,1,170.18,177.8,135,27,31
1,0,1,0,0.518333333,2,4,182.88,185.42,170,0,2,0,0.61,0,2,185.42,187.96,185,36,23
0,2,0,0,0.438,3,2,180.34,185.42,155,1,0,0,0.38,1,0,185.42,190.5,155,29,31
0,0,1,0,0.412,2,3,180.34,187.96,235,1,0,0,0.594615385,5,8,193.04,208.28,240,31,36
0,0,6,0,0.398571429,1,6,175.26,180.34,170,0,1,0,0.543333333,1,2,177.8,182.88,155,26,30
0,2,0,0,0.531666667,2,4,170.18,180.34,170,3,0,0,0.61375,4,4,182.88,190.5,170,28,30
1,0,4,0,0.57,0,4,190.5,200.66,265,0,1,0,0.485,1,1,198.12,205.74,260,32,24
0,2,0,0,0.404,3,2,165.1,170.18,135,3,0,0,0.375,5,7,167.64,172.72,145,30,27
1,1,0,0,0.356666667,1,2,177.8,182.88,170,1,0,0,0.204,2,3,177.8,187.96,170,34,30
2,1,0,0,0.583333333,1,2,177.8,187.96,155,0,4,0,0.523333333,1,5,172.72,172.72,155,21,26
1,0,6,0,0.53,0,6,193.04,195.58,238,1,0,0,0.51,1,4,187.96,203.2,265,27,36
0,0,1,0,0.58,0,1,167.64,170.18,145,1,0,0,0.458,4,11,177.8,187.96,145,28,35
0,0,2,0,0.477,2,8,185.42,182.88,170,0,2,0,0.467142857,2,5,182.88,182.88,185,33,33
1,0,1,0,0.272,5,5,175.26,177.8,155,0,2,0,0.516666667,4,8,175.26,185.42,155,27,34
1,0,1,0,0.367142857,2,5,185.42,195.58,205,2,0,0,0.316666667,2,1,187.96,185.42,185,33,28
0,3,0,0,0.346666667,3,0,167.64,172.72,145,1,0,0,0,1,1,177.8,180.34,145,35,27
0,1,0,0,0.2825,1,3,190.5,190.5,185,1,0,0,0.565555556,5,4,185.42,195.58,205,33,30
1,0,3,0,0.4375,1,3,193.04,193.04,205,0,1,0,0.72,0,1,185.42,190.5,205,29,31
1,2,0,0,0.255,3,1,185.42,182.88,135,1,0,0,0.37,1,0,180.34,187.96,145,29,22
0,0,5,0,0.41,2,9,185.42,193.04,205,0,1,0,0.49875,2,6,185.42,185.42,205,34,32
0,1,0,0,0.403333333,1,2,182.88,182.88,263,0,1,0,0.494705882,5,12,190.5,200.66,264,34,32
1,1,0,0,0.36,1,1,198.12,200.66,255,0,2,0,0.487142857,2,5,210.82,213.36,265,28,23
1,0,5,0,0.405,1,5,175.26,180.34,170,0,1,0,0.472142857,4,10,175.26,177.8,170,26,27
0,2,0,0,0.443333333,2,1,185.42,187.96,170,0,2,0,0.43,2,4,185.42,187.96,205,30,30
1,0,1,0,0.37,0,1,160.02,167.64,125,0,1,0,0.38,0,1,175.26,193.04,135,24,30
1,1,0,0,0.465,3,3,182.88,187.96,185,1,0,0,0.401666667,5,7,198.12,200.66,185,30,28
0,1,0,0,0.356666667,2,1,172.72,180.34,155,0,1,0,0.350769231,5,8,177.8,180.34,155,29,27
0,0,1,0,0.38,0,1,160.02,160.02,125,0,1,0,0.47,0,1,175.26,177.8,135,30,20
0,0,1,0,0.54,0,1,182.88,182.88,170,0,8,0,0.577647059,2,15,180.34,193.04,185,32,29
0,0,3,0,0.623478261,7,16,185.42,190.5,205,2,0,0,0.617,2,8,185.42,187.96,185,47,32
0,1,0,0,0.444,2,3,180.34,180.34,205,0,1,0,0.436666667,3,6,182.88,187.96,205,35,40
1,1,0,0,0.415,1,1,182.88,193.04,170,1,0,0,0.411666667,4,8,182.88,193.04,170,21,26
0,0,1,0,0.44,0,1,182.88,193.04,170,0,3,0,0.4325,1,3,175.26,180.34,170,35,26
1,0,2,0,0.645,0,2,180.34,190.5,170,0,3,0,0.2375,1,3,177.8,187.96,170,30,30
0,1,0,0,0.487142857,5,2,185.42,193.04,185,3,0,0,0.608181818,6,5,190.5,203.2,185,33,35
0,1,0,0,0.353333333,1,2,187.96,190.5,205,0,4,0,0.5775,0,4,187.96,200.66,205,34,26
0,2,0,0,0.333333333,2,4,182.88,187.96,170,1,0,0,0.46,3,5,187.96,198.12,205,28,27
1,0,1,0,0.406666667,2,4,177.8,187.96,170,0,1,0,0.404,2,3,185.42,190.5,170,30,28
1,0,2,0,0.445,0,2,185.42,185.42,255,0,4,0,0.4625,0,4,182.88,182.88,240,34,31
0,2,0,0,0.325,2,0,182.88,193.04,170,1,0,0,0.412,1,4,185.42,190.5,170,29,23
1,1,0,0,0.5,1,0,198.12,205.74,260,1,0,0,0.22,1,1,200.66,205.74,265,24,34
0,0,1,0,0.63,0,1,180.34,190.5,170,1,0,0,0.554,1,4,175.26,175.26,185,22,27
1,2,0,0,0.466,2,3,182.88,185.42,170,1,0,0,0.466666667,2,1,190.5,187.96,185,36,31
1,0,3,0,0.564285714,1,6,193.04,213.36,205,0,1,0,0.57,2,3,185.42,193.04,205,23,29
1,1,0,0,0.522307692,4,9,182.88,187.96,185,0,2,0,0.31375,3,5,185.42,187.96,185,31,29
1,0,3,0,0.5075,1,3,193.04,198.12,245,1,0,0,0.41625,4,4,187.96,185.42,230,28,36
0,1,0,0,0.305,1,3,187.96,195.58,205,2,0,0,0.391666667,3,3,187.96,195.58,185,30,29
1,0,2,0,0.406,2,3,182.88,187.96,170,0,1,0,0.559,4,6,182.88,187.96,170,35,34
1,1,0,0,0.345,5,7,177.8,180.34,155,1,0,0,0.472727273,4,7,172.72,177.8,155,27,31
0,1,0,0,0.464545455,3,8,182.88,182.88,170,0,1,0,0.418666667,4,11,177.8,182.88,170,28,29
1,0,1,0,0.45,2,4,182.88,182.88,185,0,3,0,0.432857143,2,5,187.96,193.04,185,33,27
1,1,0,0,0.65,1,1,198.12,205.74,205,2,0,0,0.363333333,2,1,187.96,190.5,185,37,24
1,1,0,0,0.52,1,0,177.8,180.34,185,1,0,0,0.446666667,3,3,177.8,185.42,185,26,30
1,1,0,0,0.251666667,2,4,172.72,180.34,170,0,2,0,0.526666667,1,2,185.42,198.12,185,31,29
2,0,5,0,0.510714286,1,13,182.88,193.04,170,0,1,0,0.593157895,7,12,175.26,177.8,155,33,32
0,0,3,0,0.524166667,5,7,185.42,185.42,185,0,2,0,0.413846154,3,10,185.42,190.5,185,38,31
1,0,2,0,0.319,4,6,167.64,177.8,145,0,7,0,0.39,0,7,177.8,180.34,155,32,33
1,0,2,0,0.605,0,2,185.42,193.04,170,0,2,0,0.555,0,2,187.96,193.04,185,30,24
0,0,1,0,0.483571429,5,9,170.18,177.8,155,1,0,0,0.435,1,3,172.72,175.26,155,34,26
0,0,1,0,0.42,0,1,187.96,190.5,185,0,1,0,0.253333333,1,2,195.58,200.66,205,29,24
0,1,0,0,0.19,2,1,187.96,193.04,258,1,0,0,0.25,1,0,177.8,182.88,265,35,36
0,0,1,0,0.531666667,4,8,182.88,187.96,185,0,12,0,0.728333333,0,12,187.96,195.58,185,33,35
0,0,1,0,0.468235294,4,13,185.42,190.5,185,0,1,0,0.380833333,4,8,190.5,195.58,205,36,31
0,0,5,0,0.404,0,5,187.96,187.96,205,0,2,0,0.58,1,5,193.04,213.36,205,27,23
0,0,1,0,0.5,0,1,177.8,177.8,170,0,2,0,0.47,1,2,175.26,180.34,170,29,25
0,0,1,0,0.63,0,1,182.88,193.04,205,0,2,0,0.353333333,1,2,193.04,193.04,205,32,28
0,1,0,0,0.388,1,4,177.8,177.8,155,0,3,0,0.385833333,4,8,175.26,172.72,155,29,27
0,3,0,0,0.245,3,1,193.04,193.04,260,0,3,0,0.563333333,0,3,190.5,200.66,265,27,32
0,1,0,0,0.216666667,2,1,185.42,182.88,135,0,2,0,0.32,0,2,172.72,172.72,145,29,28
0,1,0,0,0.456666667,1,2,185.42,190.5,185,1,0,0,0.3875,2,2,180.34,187.96,235,29,31
1,0,2,0,0.49,3,6,177.8,172.72,155,0,2,0,0.28625,2,6,185.42,187.96,145,27,26
1,0,1,0,0.523636364,4,7,175.26,185.42,155,0,1,0,0,0,1,182.88,182.88,155,34,23
0,1,0,0,0.356666667,2,1,182.88,187.96,170,1,0,0,0.38,2,2,185.42,190.5,170,36,28
2,0,8,0,0.397777778,1,8,175.26,177.8,155,0,5,0,0.448888889,1,8,167.64,172.72,145,31,29
1,0,1,0,0.396,2,3,185.42,187.96,205,0,3,0,0.4475,5,11,180.34,187.96,185,30,30
2,1,0,0,0.581428571,2,5,187.96,187.96,205,2,0,0,0.576666667,5,7,190.5,193.04,230,28,33
1,0,2,0,0.606,1,4,187.96,193.04,170,0,2,0,0.410909091,3,8,182.88,193.04,170,29,25
0,0,1,0,0.25,1,1,170.18,177.8,155,0,2,0,0.380833333,5,7,170.18,177.8,155,32,29
0,1,0,0,0.49,5,9,177.8,177.8,170,1,0,0,0.457,5,5,172.72,180.34,145,37,24
1,0,1,0,0.52,0,1,185.42,187.96,185,5,0,0,0.515555556,6,3,175.26,182.88,170,23,34
0,0,1,0,0.615,1,1,180.34,185.42,170,0,2,0,0.24,1,2,177.8,187.96,170,24,30
0,0,3,0,0.416470588,4,13,177.8,185.42,170,0,7,0,0.5875,2,14,180.34,193.04,185,33,29
0,0,1,0,0,0,1,200.66,205.74,265,0,1,0,0.473333333,2,4,210.82,213.36,265,34,22
0,0,2,0,0.565,0,2,177.8,187.96,155,0,5,0,0.35125,1,7,172.72,180.34,155,21,27
1,1,0,0,0.485714286,4,3,172.72,177.8,155,1,0,0,0.51,5,8,170.18,177.8,145,30,28
0,1,0,0,0.58,1,4,170.18,180.34,170,2,0,0,0.478461538,4,9,175.26,177.8,170,27,27
1,0,1,0,0.304285714,3,4,185.42,187.96,185,1,0,0,0.5825,6,2,182.88,190.5,185,29,33
0,2,0,0,0.412222222,4,5,185.42,193.04,170,1,0,0,0.362857143,3,4,172.72,190.5,155,24,29
1,1,0,0,0.558888889,4,5,182.88,187.96,170,0,1,0,0.55,2,3,177.8,182.88,155,34,26
0,0,1,0,0.46,2,1,182.88,193.04,205,0,1,0,0.396666667,6,6,193.04,198.12,205,31,33
1,0,1,0,0.471111111,2,7,185.42,182.88,170,0,1,0,0.414545455,4,7,198.12,200.66,185,33,28
1,0,4,0,0.398,1,4,175.26,180.34,170,0,4,0,0.59,0,4,175.26,175.26,185,26,27
1,0,1,0,0.495,1,1,185.42,198.12,185,0,2,0,0.335,0,2,177.8,182.88,170,29,33
0,1,0,0,0.614444444,1,8,185.42,187.96,185,1,0,0,0.524285714,2,5,185.42,185.42,205,32,32
1,2,0,0,0.583333333,7,11,175.26,177.8,155,0,3,0,0.533478261,5,18,175.26,185.42,170,31,37
0,0,1,0,0.486,2,3,182.88,187.96,185,0,3,0,0.623333333,0,3,187.96,200.66,205,29,26
0,0,1,0,0.5425,2,6,177.8,180.34,155,0,6,0,0.41,0,6,177.8,180.34,155,26,33
1,0,1,0,0.35,2,2,175.26,180.34,170,2,0,0,0.614285714,3,4,182.88,190.5,170,26,29
1,1,0,0,0.444,2,3,182.88,182.88,185,1,0,0,0.4925,1,3,182.88,185.42,170,32,36
1,0,1,0,0.285,4,2,175.26,182.88,155,2,0,0,0.408333333,4,8,177.8,182.88,170,34,28
1,0,2,0,0.5025,1,3,172.72,172.72,155,2,0,0,0.362727273,4,7,167.64,172.72,145,26,26
1,0,2,0,0.41,2,9,187.96,190.5,170,0,1,0,0.5375,3,9,182.88,187.96,185,29,31
0,1,0,0,0.475,2,2,180.34,185.42,155,0,1,0,0.307777778,4,5,167.64,177.8,145,29,31
0,2,0,0,0.36,2,0,182.88,190.5,170,1,0,0,0.402,2,3,177.8,187.96,170,23,30
0,2,0,0,0.39,2,1,190.5,205.74,205,1,0,0,0.345,2,4,185.42,195.58,205,26,33
0,2,0,0,0.505,2,2,187.96,193.04,170,2,0,0,0.4825,2,2,177.8,177.8,170,25,32
0,0,1,0,0.43,2,3,177.8,185.42,185,0,1,0,0.56,0,1,185.42,193.04,170,29,30
1,1,0,0,0.38,1,0,182.88,190.5,185,3,0,0,0.39,3,0,182.88,193.04,205,25,30
1,0,6,0,0.648333333,0,6,185.42,195.58,240,0,4,0,0.74,1,4,190.5,205.74,265,28,33
0,1,0,0,0.372,2,3,180.34,185.42,170,2,0,0,0.418571429,4,10,177.8,182.88,170,29,28
1,0,4,0,0.421,2,8,185.42,193.04,205,4,0,0,0.550454545,8,14,190.5,187.96,205,34,35
0,1,0,0,0.540909091,4,7,187.96,193.04,242,0,2,0,0.59,1,2,193.04,198.12,245,31,27
0,0,1,0,0.511666667,4,2,185.42,193.04,185,0,1,0,0.37,0,1,180.34,190.5,170,33,25
1,2,0,0,0.37,2,2,182.88,187.96,205,2,0,0,0.444,6,4,180.34,180.34,170,27,30
